"CountryNum","StateNum","Route","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","year","grassland"
840,6,108,"SELIGMAN",1,35.2307957,-112.5859679,87,16,1,1,2010,3.20191260913185e-05
840,6,115,"HAPPY JACK",1,34.838905,-111.438129,84,34,1,1,2010,7.6753544369031e-05
840,6,116,"CLAY SPRING",1,34.6116178,-110.3781682,84,34,1,1,2010,0
840,6,119,"HOPE",0,33.9225847,-113.8247909,82,33,1,1,2010,0.00166208632975135
840,6,121,"CASA GRANDE",0,33.0385437,-111.3789069,82,33,1,1,2010,5.0981911617758e-05
840,6,122,"CARR MTN",1,33.5656117,-110.9464649,81,34,1,1,2010,0
840,6,123,"SPRUCEDALE",1,33.6103817,-109.1063079,84,34,1,1,2010,0.00070667216300571
840,6,126,"Ajo 2",0,32.4655,-112.86988,82,33,1,1,2010,0.00558761269247714
840,6,127,"CACTUS FOREST",1,32.9583127,-111.3334729,82,33,1,1,2010,0.0438424929917205
840,6,130,"ORGAN PIPE",1,31.9571917,-112.7999879,82,33,1,1,2010,0
840,6,133,"PORTAL",1,31.9825267,-109.2013399,81,34,1,1,2010,0.00088918246024084
840,6,161,"KLAGETOH",1,35.541864,-109.322969,87,16,1,1,2010,0.0258217741731726
840,6,164,"Skull Valley 2",1,34.800807,-112.87945,87,34,1,1,2010,NA
840,6,170,"PALO VERDE 2",1,33.3339864,-112.677217,82,33,1,1,2010,0.00030092926958447
840,6,172,"CUTTER 2",1,33.178809,-110.215069,82,33,1,1,2010,NA
840,6,176,"BATES WELL",1,32.3559327,-112.8270799,82,33,1,1,2010,0.131771731671581
840,6,177,"RED ROCK 2",1,32.57312,-111.329123,82,33,1,1,2010,0.00209627253492975
840,6,206,"WILLOW BEACH 2",1,35.8663187,-114.6620259,83,33,1,1,2010,0.00228618046596342
840,6,219,"HOPE 2",1,33.922985,-113.837239,82,33,1,1,2010,NA
840,6,233,"SUNIZONA 2",1,31.75871,-109.73797,81,34,1,1,2010,NA
840,6,900,"DRAGOON",0,31.9197167,-109.9150009,81,34,1,2,2010,1.19289037337469e-05
840,6,901,"RUCKER",0,31.6064617,-109.2258228,81,34,1,2,2010,0.00027756574838664
840,7,1,"OLD MILO",1,33.311764,-91.890543,4,25,1,1,2010,0.0422535211267606
840,7,2,"EUDORA",1,33.168504,-91.332694,5,26,1,1,2010,8.82768361581921e-05
840,7,3,"RAMSEY",0,33.913514,-92.593634,4,25,1,1,2010,0.0828126501970585
840,7,4,"LOCUST BAYOU",0,33.5907857,-92.6974039,4,25,1,1,2010,0.00857834815871076
840,7,5,"STAMPS",1,33.3755757,-93.4706879,4,25,1,1,2010,0.026189884764507
840,7,6,"HOPE",1,33.6627163,-93.6694105,4,25,1,1,2010,0.0279268319176207
840,7,7,"ASHDOWN",1,33.6969877,-94.1229479,4,25,1,1,2010,0.031379682792337
840,7,8,"HUGHES",1,34.9269397,-90.5065699,5,26,1,1,2010,0.00092139613452383
840,7,9,"WEST TYLER",0,34.7079957,-91.7000729,5,26,1,1,2010,1.03064095561029e-05
840,7,10,"SOUTH BEND",1,34.0487397,-91.4995419,5,26,1,1,2010,0.00038607218506422
